price,grade_of_the_house,living_area,living_area_renov,area_of_the_house(excluding_basement),number_of_bathrooms,lattitude,number_of_bedrooms,number_of_floors,number_of_views,area_of_the_basement,postal_code,id
626000,1.383370250106781,-0.31211378402924045,0.7632539458823776,-0.34376858309291247,0.2579604817212286,0.6414663220171278,-0.36691642629998056,1.8897849354574077,-0.26801411525313085,0.021172093956587448,-1.0465231324810282,-0.9563554921116648
625000,1.383370250106781,1.059410457252163,-1.0152576470292862,1.4962271917200376,0.6100457994457223,1.3841852258780334,0.718714391823724,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-0.9940187283489103,-0.9544953429309029
625000,1.383370250106781,0.9440486051817645,1.2759780087037582,-0.22110219810538245,1.6663017526192034,-0.3333522393003552,0.718714391823724,-0.9003002270550258,-0.26801411525313085,2.180771550048572,-0.9415143242167924,-0.9543262384599245
615000,0.4238042693144947,0.46978321333679324,-0.11799053709187025,-0.493694164744338,-0.44621015372775874,-0.2326566956038341,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,1.768263788772575,-0.8890099200846744,-0.9142484788380535
612500,1.383370250106781,0.9440486051817645,1.2759780087037582,1.3735608067325076,0.6100457994457223,1.2992010436093027,0.718714391823724,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-0.8365055159525564,-0.9019038524566333
604000,2.3429362308990673,1.5977657669140222,3.390964767841953,2.0686703216618443,0.6100457994457223,-1.673817030210862,-0.36691642629998056,0.9597565479532632,2.840276782900125,-0.6582524540274077,-0.7840011118204384,-0.8719723610934638
588500,0.4238042693144947,0.43132926264666044,1.019615977293068,0.33771133350447646,-0.44621015372775874,0.4764970270248978,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,0.21529339338058606,-0.7314967076883205,-0.8048378861150552
555000,0.4238042693144947,1.6874916518576655,0.7151860649928732,2.164077509985479,0.6100457994457223,-0.3212116418334009,0.718714391823724,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-1.309045153141618,-0.6668486377967143
550000,-0.5357617114777915,-0.06857209632506603,0.4267787796558466,-0.7935453280471891,0.6100457994457223,0.8785650490188351,0.718714391823724,-0.9003002270550258,-0.26801411525313085,1.2829605402125785,-1.466558365537972,-0.6463869968083329
550000,0.4238042693144947,1.1747723093225613,1.0516612312194042,1.6188935767075676,-0.44621015372775874,0.10513757509444502,-0.36691642629998056,0.02972816044911872,-0.26801411525313085,-0.6582524540274077,-0.6789923035562025,-0.6462178923373545
499950,0.4238042693144947,1.1106823915056734,1.484272159224944,0.6375624968073276,0.6100457994457223,1.524873325936304,0.718714391823724,0.9597565479532632,-0.26801411525313085,0.9675134286485807,-0.6264878994240846,-0.36618088839719204
495000,0.4238042693144947,-0.5043835374799045,-1.3517328132558173,-0.8071749263791369,-0.44621015372775874,1.0071125516101516,0.718714391823724,-0.9003002270550258,-0.26801411525313085,0.4822101800885842,-0.5739834952919666,-0.3467338742346808
491500,1.383370250106781,0.25187749275937404,1.7085889367092981,0.6375624968073276,-0.44621015372775874,-2.0687435242830254,0.718714391823724,-0.9003002270550258,2.840276782900125,-0.6582524540274077,-0.5214790911598487,-0.3288088003109747
490000,-0.5357617114777915,-1.4272783540430918,-0.9511671391766137,-1.1479148846778313,-1.5024661069012397,0.9456954114832332,-1.452547244423685,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,-1.414053961405854,-0.32627223324629934
482000,1.383370250106781,0.9184126380550093,1.3560911435195988,1.346301610068612,0.6100457994457223,-1.3210255508769393,0.718714391823724,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-0.4689746870277307,-0.28078313055312076
470000,0.4238042693144947,0.27751345988612924,0.23450725609782888,-0.35739818142486024,0.6100457994457223,1.4984496726258534,1.8043452099474286,-0.9003002270550258,-0.26801411525313085,1.1616347280725794,-0.8365055159525564,-0.21618522263938766
463000,-0.5357617114777915,-0.3633857182827509,0.5229145414348555,-0.01665822312616578,-0.44621015372775874,1.3656172532815032,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,-0.9940187283489103,-0.17086522441718746
459990,0.4238042693144947,0.8799586873648765,1.6925663097461299,1.3054128150727689,0.6100457994457223,-0.5990170779890555,-0.36691642629998056,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-0.4164702828956127,-0.14921985213195751
452500,-0.5357617114777915,0.5595090982804365,-0.5986693459869146,-0.20747259977343468,0.6100457994457223,-0.5511688409133852,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,1.4285515147805774,-0.4164702828956127,-0.11404612216845884
445700,0.4238042693144947,-0.9273769950713654,-0.9832123931029499,-0.616360549731868,0.6100457994457223,0.7835827276597431,-0.36691642629998056,2.819813322961552,-0.26801411525313085,-0.6582524540274077,-0.3639658787634948,-0.05841075121657874
440000,0.4238042693144947,0.21342354206924122,-0.1340131640550384,-0.8753229180388759,0.2579604817212286,-0.11196487372643821,0.718714391823724,-0.9003002270550258,-0.26801411525313085,1.9623850881965736,-0.3114614746313768,-0.031692244801998025
440000,-0.5357617114777915,-1.5298222225501126,-1.2555970514768084,-1.2569516713334137,-1.5024661069012397,0.7421618657136488,-1.452547244423685,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,-0.3639658787634948,-0.03152314033101967
439950,0.4238042693144947,-0.28647781690248525,-0.26219417976038356,0.06511936686552089,0.6100457994457223,0.022295851202307287,-0.36691642629998056,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-1.2565407490095,-0.012583439581443461
437500,1.383370250106781,-0.030118145634933223,0.6510955571402006,0.33771133350447646,0.2579604817212286,-0.6890003298029669,-0.36691642629998056,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-1.0990275366131461,-0.0004079176710016157
436110,0.4238042693144947,-0.28647781690248525,-0.4063978224288968,-0.16658380477759135,0.6100457994457223,0.9749756759623225,-0.36691642629998056,2.819813322961552,-0.26801411525313085,-0.24574469275141067,-0.25895707049925887,0.005341634342262589
435000,-0.5357617114777915,-0.6966532909305685,-1.0793481548819588,-0.371027779756808,-1.5024661069012397,0.10442342230229809,0.718714391823724,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,-0.3114614746313768,0.008723723761829769
430000,-0.5357617114777915,-0.09420806345182123,-0.7749182425817641,-0.8889525163708236,-0.7982954714522524,0.08942621366665467,0.718714391823724,-0.9003002270550258,-0.26801411525313085,1.4042863523525777,-0.3114614746313768,0.040515364305761255
420000,0.4238042693144947,0.008335805055199583,0.21848462913466074,-0.9843597046944581,0.2579604817212286,0.4200789564431601,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,1.768263788772575,-0.20645266636714088,0.11187745105862874
419000,-0.5357617114777915,-0.5428374881700373,-0.5826467190237464,-0.20747259977343468,-0.7982954714522524,0.30152959294230647,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,-0.15394826223502292,0.13233909204701017
407500,0.4238042693144947,-0.08139007988844363,0.5709824223243599,0.28319294017668534,0.6100457994457223,-0.4726120337742813,-0.36691642629998056,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-0.9415143242167924,0.20048819385128883
403000,0.4238042693144947,-0.04293612919831082,0.04223573253981117,-0.09843581311785245,-0.09412483600326507,-0.8432573329125365,-0.36691642629998056,-0.9003002270550258,2.840276782900125,0.09396758124058693,-0.10144385810290496,0.22467013320119417
400000,1.383370250106781,2.097667125885749,1.4362042783354396,0.7874880784587531,0.6100457994457223,-2.1301606644099946,0.718714391823724,0.02972816044911872,-0.26801411525313085,2.569014148896569,-0.5214790911598487,0.23650744616967928
385000,0.4238042693144947,-0.8632870772544774,-0.7909408695449323,-0.9298413113666669,1.6663017526192034,0.6471795443545061,-0.36691642629998056,0.9597565479532632,-0.26801411525313085,0.021172093956587448,-0.04893945397078701,0.34879281489930963
382500,-0.5357617114777915,-0.5556554717334149,0.23450725609782888,-0.22110219810538245,-0.44621015372775874,1.1956488887440926,0.718714391823724,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,0.0035649501613309554,0.37026908271356124
367500,0.4238042693144947,1.4311319805901135,1.4201816513722714,1.8914855433465232,1.3142164348947096,-1.6573915159908739,0.718714391823724,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-0.5214790911598487,0.47494475024916544
365000,-0.5357617114777915,-1.1581006992121623,-0.9511671391766137,-0.8616933197069281,-1.5024661069012397,-0.1898075280733953,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,0.05606935429344891,0.48238534697221325
342000,0.4238042693144947,-0.08139007988844363,0.4267787796558466,0.28319294017668534,-0.09412483600326507,-1.3767294686664793,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,0.10857375842556688,0.6560556386669879
335000,0.4238042693144947,-0.8248331265643446,-0.23014892583404725,-0.5073237630762858,-0.09412483600326507,0.5314867920223416,-1.452547244423685,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,-1.466558365537972,0.7028975771279933
335000,-0.5357617114777915,-0.5300195046066597,-0.7749182425817641,-0.1938430014414869,0.2579604817212286,0.030865684708374752,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,0.16107816255768484,0.7030666815989717
315000,-0.5357617114777915,-1.068374814268519,-1.2395744245136402,-0.7662861313832936,-1.5024661069012397,1.3049142659467317,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,0.2135825666898028,0.8571208546602567
313000,-0.5357617114777915,-0.8376511101277222,-0.7268503616922597,-0.5209533614082336,-0.7982954714522524,1.4698835609389111,-0.36691642629998056,0.02972816044911872,-0.26801411525313085,-0.6582524540274077,0.26608697082192073,0.8816410029521188
308500,-0.5357617114777915,-1.4657323047332247,-1.335710186292649,-1.1888036796736747,-1.5024661069012397,1.2513528065336832,-1.452547244423685,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,-0.9940187283489103,0.9163074195026824
300000,-0.5357617114777915,0.7005069174775901,0.5549597953611918,1.1145984384254999,0.6100457994457223,-1.6009734454090854,-0.36691642629998056,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,0.10857375842556688,0.9577380148923803
295000,-0.5357617114777915,-0.4659295867897717,-0.5506014650974101,-0.6027309513999203,0.6100457994457223,-0.07911384528641144,-1.452547244423685,0.9597565479532632,-0.26801411525313085,0.19102823095258625,0.05606935429344891,1.0069474159470828
287200,-0.5357617114777915,-0.18393394839546445,-0.8390087504344367,-0.8616933197069281,1.3142164348947096,-1.5045628184655981,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,1.185899890500579,-0.4689746870277307,1.065457562905595
285000,0.4238042693144947,0.26469547632275164,0.6030276762506962,0.6511920951392753,0.6100457994457223,-1.5666941113847648,0.718714391823724,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,0.3185913749540387,1.074927413280383
285000,0.4238042693144947,0.123697657125598,-0.29423943368671984,-0.493694164744338,0.6100457994457223,-1.4731400956099667,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,1.1131044032165798,0.37109577908615665,1.0750965177513614
284000,-0.5357617114777915,-0.24802386621235245,-0.8390087504344367,0.10600816186136423,-0.44621015372775874,0.6550352250684267,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,0.42360018321827464,1.0896395022555003
275000,-1.4953276922700778,-1.0427388471417638,-0.4063978224288968,-0.7390269347193981,-0.7982954714522524,-0.5140328957203247,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,-0.4164702828956127,1.1447675597944453
260000,-0.5357617114777915,-0.6581993402404357,0.3146203909136696,-0.3301389847609647,-0.09412483600326507,-0.6997126216855766,0.718714391823724,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,0.47610458735039257,1.2509651675688547
257950,-0.5357617114777915,-0.7991971594375893,-0.8550313773976048,-0.48006456641239026,-0.44621015372775874,-1.2746056193856137,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,0.5286089914825105,1.2771763605705004
242500,-0.5357617114777915,-1.0171028800150086,-0.8870766313239411,-0.7117677380555025,-0.7982954714522524,-0.9818029745942649,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,0.10857375842556688,1.3842194906998015
235000,-1.4953276922700778,-1.0042848964516309,-0.5666240920605783,-0.6981381397235548,-1.5024661069012397,-0.18409430573596622,-1.452547244423685,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,0.05606935429344891,1.4199005340762354
625000,0.4238042693144947,1.187590292885939,1.7566568175988024,1.6325231750395155,0.9621311171702159,-0.493322464747303,0.718714391823724,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-0.9415143242167924,-0.9541571339889462
553000,-0.5357617114777915,-1.4016423869163366,-1.0473029009556225,-1.1206556880139358,-1.5024661069012397,0.9164151470040933,-1.452547244423685,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,-1.361549557273736,-0.6546731158862724
379880,-0.5357617114777915,-0.4402936196630165,0.01019047861347489,-0.8071749263791369,0.6100457994457223,-0.5561679104586167,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,0.6035359922285833,-1.0990275366131461,0.3963111712442285
310000,-1.4953276922700778,-1.260644567719183,-0.871054004360773,-0.9707301063625103,-1.5024661069012397,-0.19694905599511817,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,-1.309045153141618,0.8931401069786472
783500,2.3429362308990673,1.0978644079422957,0.5549597953611918,0.364970530168372,0.6100457994457223,0.3072428152796848,-0.36691642629998056,0.9597565479532632,-0.26801411525313085,1.4285515147805774,0.5811133956146285,-1.3874027886355018
775000,1.383370250106781,0.8799586873648765,0.6110389897322802,1.3054128150727689,0.6100457994457223,1.1213769983580222,-1.452547244423685,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,0.6336177997467465,-1.3715069683635361
628000,-0.5357617114777915,0.36723934482977244,0.49086928750851916,-0.7935453280471891,-0.09412483600326507,0.31009942644837396,0.718714391823724,-0.9003002270550258,-0.26801411525313085,2.1079760627645725,0.5811133956146285,-0.9599066860022104
365000,0.4238042693144947,0.26469547632275164,0.6671181841033688,-0.20747259977343468,0.6100457994457223,-0.8603969999247221,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,0.8704527789365815,0.6861222038788645,0.4825544514431916
331950,0.4238042693144947,0.6876889339142125,0.33064301787683775,0.3922297268322676,0.6100457994457223,-2.1037370110995948,0.718714391823724,0.9597565479532632,2.840276782900125,0.6035359922285833,-0.5214790911598487,0.7335054863750763
1090000,3.3025022116913534,3.0077439588855586,1.25995538174059,3.5679261381761,0.6100457994457223,0.8607112292145025,0.718714391823724,1.8897849354574077,-0.26801411525313085,-0.6582524540274077,0.6336177997467465,-1.7154654623335182
1030000,1.383370250106781,1.5336758490971343,1.8688152063409795,-0.043917419790061335,0.9621311171702159,0.029437379124030175,1.8043452099474286,-0.9003002270550258,4.394422231976753,2.981521910172566,-0.3114614746313768,-1.6879014335640457
900000,-0.5357617114777915,-0.8504690936910998,-0.9511671391766137,-0.5345829597401813,-1.5024661069012397,0.9221283693414716,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,-1.204036344877382,-1.5793363631959392
890000,2.3429362308990673,3.1102878273925794,3.983801965479174,2.3003734933049564,3.074643023517178,-0.13981683262118283,0.718714391823724,0.9597565479532632,-0.26801411525313085,1.7925289512005749,-1.0990275366131461,-1.563271438452995
890000,2.3429362308990673,3.2000137123362227,4.160050862074024,2.014151928334053,2.0183870703436972,-0.1455300549586119,1.8043452099474286,0.9597565479532632,-0.26801411525313085,2.47195349918457,-1.0990275366131461,-1.5631023339820167
865000,2.3429362308990673,2.1745750272660143,2.397561896125528,2.6820022465994944,1.3142164348947096,0.24082660560753508,0.718714391823724,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-0.6789923035562025,-1.5323253202639555
855000,0.4238042693144947,0.7774148188578557,0.9875707233667316,-0.5754717547360247,0.9621311171702159,0.5586245981249394,0.718714391823724,-0.9003002270550258,-0.26801411525313085,2.4962186616125694,-0.04893945397078701,-1.5181205447017734
831000,1.383370250106781,0.22624152563261882,-0.42242044939206497,-0.15295420644564356,1.3142164348947096,0.42579217878058917,0.718714391823724,0.9597565479532632,-0.26801411525313085,0.7005966419405826,0.7386266080109823,-1.4768590537830537
830000,1.383370250106781,1.8028535039280638,1.820747325451475,2.286743894973009,0.6100457994457223,1.057103247062364,0.718714391823724,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-1.466558365537972,-1.476013531428162
823000,1.383370250106781,1.187590292885939,0.13837149431882004,1.4417087983922465,-0.44621015372775874,0.30295789852665106,2.8899760280711333,1.8897849354574077,-0.26801411525313085,-0.3185401800354101,0.5811133956146285,-1.459610397743261
800866,2.3429362308990673,1.5208578655337566,1.9969962220463247,1.9868927316701577,0.6100457994457223,0.6571776834449182,1.8043452099474286,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-1.204036344877382,-1.4257895035475894
800000,2.3429362308990673,1.5977657669140222,1.6605210558197936,2.0686703216618443,0.6100457994457223,0.18369438223359974,-0.36691642629998056,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-0.6789923035562025,-1.4254512946056326
787000,0.4238042693144947,-0.8504690936910998,-0.3903751954657287,-0.5345829597401813,-0.44621015372775874,0.338665538135367,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,0.7911310121431003,-1.3934905495907228
780000,1.383370250106781,0.9440486051817645,1.3080232626300945,1.3735608067325076,0.6100457994457223,0.44793091533795554,0.718714391823724,0.9597565479532632,2.840276782900125,-0.6582524540274077,-0.7314967076883205,-1.383682490273978
770000,0.4238042693144947,0.45696522977341564,0.3787108987663422,0.11963776019331201,-0.09412483600326507,0.5643378204623176,-0.36691642629998056,0.02972816044911872,-0.26801411525313085,0.652066317084583,0.7386266080109823,-1.3581477151562458
755000,-0.5357617114777915,0.16215160781573082,-0.5826467190237464,-0.1393246081136958,0.6100457994457223,0.1844085350257974,0.718714391823724,-0.9003002270550258,-0.26801411525313085,0.5550056673725836,0.8436354162752183,-1.3260178656703576
740000,-0.5357617114777915,0.021153788618577186,0.12234886735565188,0.3922297268322676,-0.44621015372775874,0.5264877224771103,0.718714391823724,0.02972816044911872,-0.26801411525313085,-0.6582524540274077,-1.571567173802208,-1.2896604044100104
736500,1.383370250106781,1.5208578655337566,2.85420676457582,1.9868927316701577,0.6100457994457223,-0.3212116418334009,0.718714391823724,0.9597565479532632,4.394422231976753,-0.6582524540274077,-0.9415143242167924,-1.2774848824995686
712198,0.4238042693144947,0.5851450654071917,1.6605210558197936,0.9919320534379699,0.6100457994457223,1.0342503577128,0.718714391823724,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-1.466558365537972,-1.2152544371795324
705380,1.383370250106781,0.6364169996607021,0.3146203909136696,1.046450446765761,0.6100457994457223,-0.07625723411772228,-0.36691642629998056,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-1.1515319407452642,-1.2008805571463719
670000,1.383370250106781,-0.4018396689728837,0.026213105576643032,-0.057547018122009116,0.6100457994457223,0.7171665179875427,-0.36691642629998056,2.819813322961552,-0.26801411525313085,-0.6582524540274077,-1.5190627696700898,-1.0985723522044648
665000,0.4238042693144947,1.0337744901254078,1.035638604256236,-0.08480621478590467,0.6100457994457223,0.8635678403831917,0.718714391823724,-0.9003002270550258,-0.26801411525313085,2.1079760627645725,-1.414053961405854,-1.0867350392359796
657100,-0.5357617114777915,-0.7735611923108341,-0.19810367190771097,-0.9162117130347192,-1.5024661069012397,0.7114532956501644,0.718714391823724,-0.9003002270550258,-0.26801411525313085,0.16676306852458642,-0.25895707049925887,-1.0588328015245503
650000,0.4238042693144947,0.21342354206924122,1.7246115636724662,-0.4391757714165469,-0.7982954714522524,1.1720818466023308,-0.36691642629998056,-0.9003002270550258,2.840276782900125,1.185899890500579,0.8961398204073363,-1.0427678767816062
631625,1.383370250106781,0.5723270818438141,-0.9351445122134455,0.9783024551060221,0.6100457994457223,0.9792605927154069,0.718714391823724,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-1.361549557273736,-0.9722513123836306
627000,0.4238042693144947,-0.004482178508178019,-0.34230731457622426,-0.6981381397235548,0.2579604817212286,0.06300256035620386,0.718714391823724,-0.9003002270550258,-0.26801411525313085,1.234430215356579,-1.0990275366131461,-0.9580465368214485
620000,1.383370250106781,-0.6581993402404357,-0.7268503616922597,-0.3301389847609647,-0.44621015372775874,0.9606926201188767,-0.36691642629998056,1.8897849354574077,-0.26801411525313085,-0.6582524540274077,0.0035649501613309554,-0.9321735527617595
618500,-0.5357617114777915,-0.24802386621235245,-0.2141262988708791,-0.8753229180388759,-0.09412483600326507,0.8128629921388323,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,1.0888392407885799,-1.414053961405854,-0.9194907174383826
615000,1.383370250106781,0.39287531195652764,1.4522269052986077,0.3240817351725287,-0.44621015372775874,0.5222028057240765,0.718714391823724,-0.9003002270550258,-0.26801411525313085,0.16676306852458642,-1.466558365537972,-0.9140793743670751
600000,0.4238042693144947,-0.4146576525362613,0.6350729301770325,-0.0711766164539569,-0.44621015372775874,0.23511338327010603,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,-0.6789923035562025,-0.8655463911962861
600000,-0.5357617114777915,-0.14547999770533165,-0.26219417976038356,-0.9298413113666669,-0.44621015372775874,0.9128443830432065,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,1.3800211899245778,-1.414053961405854,-0.8653772867253077
585000,-1.4953276922700778,-0.28647781690248525,-1.3998006941453216,-0.2756205914331736,-1.5024661069012397,0.9471237170675778,-1.452547244423685,0.02972816044911872,-0.26801411525313085,-0.05162339332741204,-1.361549557273736,-0.799088334101791
580000,0.4238042693144947,0.7005069174775901,0.36268827180317403,-0.5482125580721291,-1.5024661069012397,-0.24336898748644378,-1.452547244423685,-0.9003002270550258,-0.26801411525313085,2.3020973621885714,0.9486442245394542,-0.7801486333522148
570000,0.4238042693144947,0.021153788618577186,0.23450725609782888,-0.5345829597401813,0.2579604817212286,0.937125577977115,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,0.9917785910765805,-1.466558365537972,-0.7338140083041444
560000,0.4238042693144947,-0.11984403057857644,0.15439412128198818,0.242304145180842,0.6100457994457223,0.42864878994927835,-0.36691642629998056,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-0.7314967076883205,-0.6896777413787928
555000,0.4238042693144947,-0.06857209632506603,-0.08594528316553397,0.2968225385086331,0.6100457994457223,0.031579837500572416,-0.36691642629998056,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-1.0990275366131461,-0.6666795333257359
549000,-0.5357617114777915,-1.0940107813952742,-0.6627598538395871,-0.7935453280471891,-1.5024661069012397,0.4322195539101144,-1.452547244423685,-0.9003002270550258,-0.26801411525313085,-0.6582524540274077,0.7386266080109823,-0.6151026696773364
549000,0.4238042693144947,1.1747723093225613,0.9074575885508909,1.6188935767075676,0.6100457994457223,-0.568308507925571,0.718714391823724,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-0.9415143242167924,-0.6149335652063581
541125,0.4238042693144947,0.9568665887451421,0.13837149431882004,-0.48006456641239026,0.9621311171702159,-0.026266538665560578,1.8043452099474286,-0.9003002270550258,-0.26801411525313085,2.666074798608568,-0.3114614746313768,-0.585678491727102
531000,0.4238042693144947,-0.9273769950713654,-1.0312802739924545,-0.8344341230430325,1.3142164348947096,0.7385911017527621,-1.452547244423685,0.9597565479532632,-0.26801411525313085,-0.2700098551794105,-0.25895707049925887,-0.5347780459626159
525888,-0.5357617114777915,0.7133249010409677,0.3787108987663422,0.11963776019331201,-0.44621015372775874,-0.539028243446431,1.8043452099474286,-0.9003002270550258,-0.26801411525313085,1.1373695656445795,-1.0990275366131461,-0.506030285896295
524000,-1.4953276922700778,-0.5556554717334149,-0.7428729886554278,-1.2842108679973092,-0.44621015372775874,0.6536069194840821,-0.36691642629998056,-0.9003002270550258,-0.26801411525313085,1.234430215356579,-0.04893945397078701,-0.4818483465463896
509900,0.4238042693144947,-0.26084184977573005,-0.06992265620236582,0.09237856352941645,0.6100457994457223,0.028723226331832514,-0.36691642629998056,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-1.0990275366131461,-0.4174195431036348
501000,-0.5357617114777915,0.0980616899988428,-0.3262846876130561,-0.7662861313832936,-1.5024661069012397,0.514347125010156,0.718714391823724,-0.9003002270550258,-0.26801411525313085,1.5498773269205766,-0.20645266636714088,-0.3942522305795996
499000,-0.5357617114777915,1.1747723093225613,0.6190503032138643,1.6188935767075676,0.6100457994457223,-0.14124513820552742,0.718714391823724,0.9597565479532632,-0.26801411525313085,-0.6582524540274077,-1.309045153141618,-0.3602622319129495
497300,0.4238042693144947,1.5464938326605118,0.4588240335821829,-0.16658380477759135,0.9621311171702159,-0.4854667840333825,2.8899760280711333,-0.9003002270550258,2.840276782900125,3.2241735344525644,1.0011486286715723,-0.35180700836403156
